name,roll_no,branch,year
Qadir Mehta,CSD2014,CSD,2
Pranav Lal,CSD2015,CSD,2
Gauri Gopalakrishnan,CSD2016,CSD,2
Jaya Agarwal,CSD2017,CSD,2
Nandini Xavier,CSD2018,CSD,2
Tushar Sridhar,CSD2019,CSD,2
Kavya Desai,CSD2020,CSD,2
Rahul Kapoor,CSD2021,CSD,2
Krishna Chakraborty,CSD2022,CSD,2
Naina Sridhar,CSD2023,CSD,2
Irfan Menon,CSD2024,CSD,2
Kiara Trivedi,CSD2025,CSD,2
Aisha Acharya,CSD2026,CSD,2
Ananya Sharma,CSD2027,CSD,2
Irfan Desai,CSD2028,CSD,2
Harsha Jain,CSD2029,CSD,2
Avni Fernandes,CSD2030,CSD,2
Samira Bhatt,CSD2031,CSD,2
Isha Chandra,CSD2032,CSD,2
Wasim Devaraj,CSD2033,CSD,2
Saanvi Wagh,CSD2034,CSD,2
Arnav Kulkarni,CSD2035,CSD,2
Chaitra Shetty,CSD2036,CSD,2
Yug Gupta,CSD2037,CSD,2
Vikram Shetty,CSD2038,CSD,2
Krishna Patel,CSD2039,CSD,2
Om Fernandes,CSD2040,CSD,2
Tejas Ojha,CSD2041,CSD,2
Isha Qureshi,CSD2042,CSD,2
Ananya Qureshi,CSD2043,CSD,2
Rudra Chakraborty,CSD2044,CSD,2
Harsha Srivastava,CSD2045,CSD,2
Bharat Ghosh,CSD2046,CSD,2
Kiara Gopalakrishnan,CSD2047,CSD,2
Divya Dixit,CSD2048,CSD,2
Naina Shah,CSD2049,CSD,2
Tejas Desai,CSD2050,CSD,2
Anish Rao,CSE3001,CSE,3
Pooja Zaveri,CSE3002,CSE,3
Rudra Karnik,CSE3003,CSE,3
Bhavya Agarwal,CSE3004,CSE,3
Yamini Acharya,CSE3005,CSE,3
Aarav Pillai,CSE3006,CSE,3
Tanvi Kashyap,CSE3007,CSE,3
Arnav Upadhyay,CSE3008,CSE,3
Vineet Fernandes,CSE3009,CSE,3
Advait Mahajan,CSE3010,CSE,3
Vani Kulkarni,CSE3011,CSE,3
Yamini Sen,CSE3012,CSE,3
Tushar Trivedi,CSE3013,CSE,3
Nisha Ghosh,CSE3014,CSE,3
Anika Kapoor,CSE3015,CSE,3
Pari Trivedi,CSE3016,CSE,3
Karan Hegde,CSE3017,CSE,3
Tejas Iyer,CSE3018,CSE,3
Farah Reddy,CSE3019,CSE,3
Ira Upadhyay,CSE3020,CSE,3
Arjun Shah,CSE3021,CSE,3
Vani Khan,CSE3022,CSE,3
Shreya Mishra,CSE3023,CSE,3
Bhavya Mishra,CSE3024,CSE,3
Ishaan Zaveri,CSE3025,CSE,3
Rahul Chandra,CSE3026,CSE,3
Pavan Upadhyay,CSE3027,CSE,3
Aditi Nair,CSE3028,CSE,3
Rahul Shah,CSE3029,CSE,3
Aditi Sinha,CSE3030,CSE,3
Tushar Eapen,CSE3031,CSE,3
Yug Saxena,CSE3032,CSE,3
Rudra Trivedi,CSE3033,CSE,3
Vineet Naidu,CSE3034,CSE,3
Pooja Iyengar,CSE3035,CSE,3
Aisha Sridhar,CSE3036,CSE,3
Varun Thakur,CSE3037,CSE,3
Farah Singh,CSE3038,CSE,3
Anika Naidu,CSE3039,CSE,3
Meera Bose,CSE3040,CSE,3
Zubin Basu,CSE3041,CSE,3
Latha Gopalakrishnan,CSE3042,CSE,3
Deepak Wagh,CSE3043,CSE,3
Avni Joshi,CSE3044,CSE,3
Riya Shah,CSE3045,CSE,3
Vikram Ojha,CSE3046,CSE,3
Naina Iyer,CSE3047,CSE,3
Advait Dutta,CSE3048,CSE,3
Divya Kulkarni,CSE3049,CSE,3
Arnav Gandhi,CSE3050,CSE,3
Gautam Naidu,ECE3001,ECE,3
Zubin Shah,ECE3002,ECE,3
Dhruv Naidu,ECE3003,ECE,3
Zubin Zaveri,ECE3004,ECE,3
Krishna Kulkarni,ECE3005,ECE,3
Pavan Jain,ECE3006,ECE,3
Kunal Saxena,ECE3007,ECE,3
Vikram Pillai,ECE3008,ECE,3
Aditi Chandra,ECE3009,ECE,3
Pooja Hegde,ECE3010,ECE,3
Kunal Gopalakrishnan,ECE3011,ECE,3
Tara Bose,ECE3012,ECE,3
Komal Eapen,ECE3013,ECE,3
Gauri Ghosh,ECE3014,ECE,3
Gautam Shetty,ECE3015,ECE,3
Zeenat Naidu,ECE3016,ECE,3
Ira Lal,ECE3017,ECE,3
Aditi Sridhar,ECE3018,ECE,3
Mira Venkatesh,ECE3019,ECE,3
Sanya Khan,ECE3020,ECE,3
Rahul Menon,ECE3021,ECE,3
Uday Zaveri,ECE3022,ECE,3
Farhan Naidu,ECE3023,ECE,3
Rohan Chandra,ECE3024,ECE,3
Krishna Lal,ECE3025,ECE,3
Vihaan Sharma,ECE3026,ECE,3
Pranav Sharma,ECE3027,ECE,3
Saanvi Menon,ECE3028,ECE,3
Diya Pandey,ECE3029,ECE,3
Divya Sridhar,ECE3030,ECE,3
Rudra Srivastava,ECE3031,ECE,3
Karan Nair,ECE3032,ECE,3
Lakshya Naidu,ECE3033,ECE,3
Ojas Nair,ECE3034,ECE,3
Krishna Ojha,ECE3035,ECE,3
Yamini Mehta,ECE3036,ECE,3
Tanvi Shetty,ECE3037,ECE,3
Ishita Mishra,ECE3038,ECE,3
Ishan Gopalakrishnan,ECE3039,ECE,3
Uday Venkatesh,ECE3040,ECE,3
Komal Joshi,ECE3041,ECE,3
Kavya Pillai,ECE3042,ECE,3
Nandini Gupta,ECE3043,ECE,3
Gopal Basu,ECE3044,ECE,3
Rahul Chakraborty,ECE3045,ECE,3
Farah Varghese,ECE3046,ECE,3
Ojas Srivastava,ECE3047,ECE,3
Nikhil Devaraj,ECE3048,ECE,3
Tara Gandhi,ECE3049,ECE,3
Dhruv Verma,ECE3050,ECE,3
Avni Patel,CSM3001,CSM,3
Riya Zhao,CSM3002,CSM,3
Bhavin Agarwal,CSM3003,CSM,3
Bhavin Desai,CSM3004,CSM,3
Jai Mahajan,CSM3005,CSM,3
Usha Verma,CSM3006,CSM,3
Irfan Khan,CSM3007,CSM,3
Samar Mishra,CSM3008,CSM,3
Ishita Rao,CSM3009,CSM,3
Isha Uttam,CSM3010,CSM,3
Naina Saxena,CSM3011,CSM,3
Heena Kulkarni,CSM3012,CSM,3
Jaya Hegde,CSM3013,CSM,3
Aarav Desai,CSM3014,CSM,3
Darsh Lal,CSM3015,CSM,3
Mehul Chopra,CSM3016,CSM,3
Wasim Jain,CSM3017,CSM,3
Gauri Bhatt,CSM3018,CSM,3
Rakesh Yadav,CSM3019,CSM,3
Komal Malhotra,CSM3020,CSM,3
Kavya Bose,CSM3021,CSM,3
Neel Sridhar,CSM3022,CSM,3
Mira Mahajan,CSM3023,CSM,3
Sneha Chopra,CSM3024,CSM,3
Zoya Gupta,CSM3025,CSM,3
Nandini Jain,CSM3026,CSM,3
Charan Qureshi,CSM3027,CSM,3
Tara Venkatesh,CSM3028,CSM,3
Farah Dutta,CSM3029,CSM,3
Ayaan Naidu,CSM3030,CSM,3
Avni Malhotra,CSM3031,CSM,3
Om Trivedi,CSM3032,CSM,3
Heena Naidu,CSM3033,CSM,3
Farah Zaveri,CSM3034,CSM,3
Harsha Kashyap,CSM3035,CSM,3
Prithvi Sharma,CSM3036,CSM,3
Karan Sridhar,CSM3037,CSM,3
Dev Thakur,CSM3038,CSM,3
Vihaan Sinha,CSM3039,CSM,3
Gopal Varghese,CSM3040,CSM,3
Jai Uttam,CSM3041,CSM,3
Zeenat Srivastava,CSM3042,CSM,3
Dhruv Mehta,CSM3043,CSM,3
Isha Gandhi,CSM3044,CSM,3
Dev Wagh,CSM3045,CSM,3
Jai Ojha,CSM3046,CSM,3
Ayaan Patel,CSM3047,CSM,3
Ira Kashyap,CSM3048,CSM,3
Pranav Qureshi,CSM3049,CSM,3
Dhruv Joshi,CSM3050,CSM,3
Zeenat Jain,EEE3001,EEE,3
Amaya Kashyap,EEE3002,EEE,3
Shreya Saxena,EEE3003,EEE,3
Pari Chakraborty,EEE3004,EEE,3
Ritul Gandhi,EEE3005,EEE,3
Nikhil Srivastava,EEE3006,EEE,3
Kunal Khan,EEE3007,EEE,3
Tara Dixit,EEE3008,EEE,3
Zeenat Devaraj,EEE3009,EEE,3
Diya Upadhyay,EEE3010,EEE,3
Tejas Agarwal,EEE3011,EEE,3
Kiara Pillai,EEE3012,EEE,3
Shaurya Hegde,EEE3013,EEE,3
Ishaan Sinha,EEE3014,EEE,3
Arjun Chopra,EEE3015,EEE,3
Varun Malhotra,EEE3016,EEE,3
Latha Malhotra,EEE3017,EEE,3
Samira Ojha,EEE3018,EEE,3
Vineet Qureshi,EEE3019,EEE,3
Saanvi Dixit,EEE3020,EEE,3
Sahil Shah,EEE3021,EEE,3
Gautam Ojha,EEE3022,EEE,3
Tara Lal,EEE3023,EEE,3
Rahul Chopra,EEE3024,EEE,3
Kavya Uttam,EEE3025,EEE,3
Veda Rao,EEE3026,EEE,3
Karan Lal,EEE3027,EEE,3
Gauri Bose,EEE3028,EEE,3
Vineet Chakraborty,EEE3029,EEE,3
Chaitra Zaveri,EEE3030,EEE,3
Saanvi Iyer,EEE3031,EEE,3
Lakshya Qureshi,EEE3032,EEE,3
Dhruv Iyer,EEE3033,EEE,3
Heena Chakraborty,EEE3034,EEE,3
Irfan Bose,EEE3035,EEE,3
Aarav Gopalakrishnan,EEE3036,EEE,3
Darsh Jain,EEE3037,EEE,3
Mohan Sharma,EEE3038,EEE,3
Bhavya Kulkarni,EEE3039,EEE,3
Karan Rao,EEE3040,EEE,3
Saanvi Desai,EEE3041,EEE,3
Rahul Gopalakrishnan,EEE3042,EEE,3
Vikram Gupta,EEE3043,EEE,3
Vani Thakur,EEE3044,EEE,3
Advait Bose,EEE3045,EEE,3
Arnav Reddy,EEE3046,EEE,3
Ojas Ojha,EEE3047,EEE,3
Esha Nair,EEE3048,EEE,3
Akash Sridhar,EEE3049,EEE,3
Nikhil Zaveri,EEE3050,EEE,3
Diya Yadav,CIV3001,CIV,3
Divya Sen,CIV3002,CIV,3
Ojas Varghese,CIV3003,CIV,3
Yamini Shetty,CIV3004,CIV,3
Diya Lohia,CIV3005,CIV,3
Zara Rao,CIV3006,CIV,3
Aisha Pandey,CIV3007,CIV,3
Aisha Mishra,CIV3008,CIV,3
Aisha Saxena,CIV3009,CIV,3
Vikram Acharya,CIV3010,CIV,3
Wasim Chakraborty,CIV3011,CIV,3
Veda Iyengar,CIV3012,CIV,3
Vihaan Gupta,CIV3013,CIV,3
Uday Kashyap,CIV3014,CIV,3
Meera Naidu,CIV3015,CIV,3
Tushar Shetty,CIV3016,CIV,3
Saanvi Zhao,CIV3017,CIV,3
Farah Basu,CIV3018,CIV,3
Zoya Karnik,CIV3019,CIV,3
Zeenat Sinha,CIV3020,CIV,3
Varun Acharya,CIV3021,CIV,3
Shreya Lal,CIV3022,CIV,3
Gauri Hegde,CIV3023,CIV,3
Rohan Thakur,CIV3024,CIV,3
Rudra Chopra,CIV3025,CIV,3
Bhavin Ojha,CIV3026,CIV,3
Pari Mishra,CIV3027,CIV,3
Kavya Upadhyay,CIV3028,CIV,3
Sanya Upadhyay,CIV3029,CIV,3
Tanvi Rao,CIV3030,CIV,3
Harsha Agarwal,CIV3031,CIV,3
Zubin Reddy,CIV3032,CIV,3
Usha Devaraj,CIV3033,CIV,3
Neel Rastogi,CIV3034,CIV,3
Dev Eapen,CIV3035,CIV,3
Mehul Hiremath,CIV3036,CIV,3
Dev Upadhyay,CIV3037,CIV,3
Wasim Zhao,CIV3038,CIV,3
Avni Nair,CIV3039,CIV,3
Anika Chandra,CIV3040,CIV,3
Gautam Gandhi,CIV3041,CIV,3
Tanvi Zaveri,CIV3042,CIV,3
Ira Hegde,CIV3043,CIV,3
Prithvi Pillai,CIV3044,CIV,3
Dhruv Sharma,CIV3045,CIV,3
Bhavin Sen,CIV3046,CIV,3
Anish Srivastava,CIV3047,CIV,3
Sneha Iyengar,CIV3048,CIV,3
Vihaan Iyer,CIV3049,CIV,3
Farhan Trivedi,CIV3050,CIV,3
Ishan Xavier,MECH3001,MECH,3
Anish Kulkarni,MECH3002,MECH,3
Harsha Kulkarni,MECH3003,MECH,3
Pooja Chandra,MECH3004,MECH,3
Anika Menon,MECH3005,MECH,3
Gauri Kashyap,MECH3006,MECH,3
Kiara Agarwal,MECH3007,MECH,3
Gopal Hegde,MECH3008,MECH,3
Ayaan Iyengar,MECH3009,MECH,3
Anika Pillai,MECH3010,MECH,3
Kunal Sinha,MECH3011,MECH,3
Diya Rastogi,MECH3012,MECH,3
Zoya Xavier,MECH3013,MECH,3
Lakshya Khan,MECH3014,MECH,3
Darsh Mahajan,MECH3015,MECH,3
Komal Chandra,MECH3016,MECH,3
Bhavya Fernandes,MECH3017,MECH,3
Darsh Sridhar,MECH3018,MECH,3
Anish Basu,MECH3019,MECH,3
Dev Acharya,MECH3020,MECH,3
Qadir Agarwal,MECH3021,MECH,3
Jai Acharya,MECH3022,MECH,3
Kiara Malhotra,MECH3023,MECH,3
Shreya Jain,MECH3024,MECH,3
Rakesh Verma,MECH3025,MECH,3
Mira Reddy,MECH3026,MECH,3
Kiara Uttam,MECH3027,MECH,3
Jaya Gopalakrishnan,MECH3028,MECH,3
Naveen Khan,MECH3029,MECH,3
Rahul Devaraj,MECH3030,MECH,3
Pooja Fernandes,MECH3031,MECH,3
Manav Venkatesh,MECH3032,MECH,3
Sneha Trivedi,MECH3033,MECH,3
Rudra Yadav,MECH3034,MECH,3
Ira Dixit,MECH3035,MECH,3
Amaya Lal,MECH3036,MECH,3
Mira Srivastava,MECH3037,MECH,3
Krishna Agarwal,MECH3038,MECH,3
Pooja Naidu,MECH3039,MECH,3
Yamini Malhotra,MECH3040,MECH,3
Shaurya Thakur,MECH3041,MECH,3
Nandini Kulkarni,MECH3042,MECH,3
Latha Chandra,MECH3043,MECH,3
Bhavya Iyer,MECH3044,MECH,3
Ritul Dixit,MECH3045,MECH,3
Anika Dutta,MECH3046,MECH,3
Aditi Sharma,MECH3047,MECH,3
Vani Dixit,MECH3048,MECH,3
Esha Nambiar,MECH3049,MECH,3
Veda Xavier,MECH3050,MECH,3
Samar Ghosh,CSD3001,CSD,3
Kunal Yadav,CSD3002,CSD,3
Dev Gandhi,CSD3003,CSD,3
Saanvi Naidu,CSD3004,CSD,3
Esha Kapoor,CSD3005,CSD,3
Riya Agarwal,CSD3006,CSD,3
Pavan Kulkarni,CSD3007,CSD,3
Ishan Thakur,CSD3008,CSD,3
Usha Mehta,CSD3009,CSD,3
Isha Lal,CSD3010,CSD,3
Pooja Reddy,CSD3011,CSD,3
Esha Thakur,CSD3012,CSD,3
Chaitra Kapoor,CSD3013,CSD,3
Vikram Gopalakrishnan,CSD3014,CSD,3
Irfan Zaveri,CSD3015,CSD,3
Bharat Khan,CSD3016,CSD,3
Tara Sen,CSD3017,CSD,3
Mohan Saxena,CSD3018,CSD,3
Zoya Chopra,CSD3019,CSD,3
Nisha Hiremath,CSD3020,CSD,3
Kavya Saxena,CSD3021,CSD,3
Veda Verma,CSD3022,CSD,3
Pavan Zaveri,CSD3023,CSD,3
Krishna Eapen,CSD3024,CSD,3
Ishan Karnik,CSD3025,CSD,3
Vihaan Gopalakrishnan,CSD3026,CSD,3
Naina Agarwal,CSD3027,CSD,3
Janaki Kashyap,CSD3028,CSD,3
Samira Joshi,CSD3029,CSD,3
Pooja Acharya,CSD3030,CSD,3
Mira Shetty,CSD3031,CSD,3
Nikhil Nair,CSD3032,CSD,3
Vikram Eapen,CSD3033,CSD,3
Pari Ghosh,CSD3034,CSD,3
Kunal Nambiar,CSD3035,CSD,3
Akash Iyengar,CSD3036,CSD,3
Manav Sinha,CSD3037,CSD,3
Jai Dutta,CSD3038,CSD,3
Tejas Reddy,CSD3039,CSD,3
Saanvi Bose,CSD3040,CSD,3
Darsh Wagh,CSD3041,CSD,3
Nandini Srivastava,CSD3042,CSD,3
Darsh Qureshi,CSD3043,CSD,3
Mehul Verma,CSD3044,CSD,3
Krishna Joshi,CSD3045,CSD,3
Nikhil Dixit,CSD3046,CSD,3
Bharat Mehta,CSD3047,CSD,3
Om Rao,CSD3048,CSD,3
Prithvi Reddy,CSD3049,CSD,3
Arnav Dutta,CSD3050,CSD,3
Dhruv Ojha,CSE4001,CSE,4
Aditi Zaveri,CSE4002,CSE,4
Zubin Yadav,CSE4003,CSE,4
Ananya Pandey,CSE4004,CSE,4
Dev Basu,CSE4005,CSE,4
Neel Naidu,CSE4006,CSE,4
Karan Dixit,CSE4007,CSE,4
Kunal Rao,CSE4008,CSE,4
Sneha Uttam,CSE4009,CSE,4
Jai Thakur,CSE4010,CSE,4
Anish Yadav,CSE4011,CSE,4
Darsh Naidu,CSE4012,CSE,4
Sahil Hiremath,CSE4013,CSE,4
Sanya Gupta,CSE4014,CSE,4
Kunal Pillai,CSE4015,CSE,4
Anika Sen,CSE4016,CSE,4
Esha Naidu,CSE4017,CSE,4
Kunal Upadhyay,CSE4018,CSE,4
Anika Mehta,CSE4019,CSE,4
Sneha Reddy,CSE4020,CSE,4
Ojas Iyer,CSE4021,CSE,4
Mohan Patel,CSE4022,CSE,4
Isha Iyer,CSE4023,CSE,4
Vani Yadav,CSE4024,CSE,4
Usha Rastogi,CSE4025,CSE,4
Pranav Reddy,CSE4026,CSE,4
Naveen Sinha,CSE4027,CSE,4
Deepak Nambiar,CSE4028,CSE,4
Esha Hiremath,CSE4029,CSE,4
Ojas Kulkarni,CSE4030,CSE,4
Samar Pillai,CSE4031,CSE,4
Anish Xavier,CSE4032,CSE,4
Zeenat Kashyap,CSE4033,CSE,4
Pavan Kapoor,CSE4034,CSE,4
Ishaan Mishra,CSE4035,CSE,4
Naveen Qureshi,CSE4036,CSE,4
Ishaan Joshi,CSE4037,CSE,4
Bhavya Varghese,CSE4038,CSE,4
Avni Bhatt,CSE4039,CSE,4
Rohan Pillai,CSE4040,CSE,4
Ishan Venkatesh,CSE4041,CSE,4
Ira Pillai,CSE4042,CSE,4
Ananya Varghese,CSE4043,CSE,4
Chaitra Dutta,CSE4044,CSE,4
Isha Mehta,CSE4045,CSE,4
Ayaan Karnik,CSE4046,CSE,4
Ishan Rao,CSE4047,CSE,4
Saanvi Dutta,CSE4048,CSE,4
Wasim Fernandes,CSE4049,CSE,4
Zoya Jain,CSE4050,CSE,4
Darsh Reddy,ECE4001,ECE,4
Mira Naidu,ECE4002,ECE,4
Bhavin Ghosh,ECE4003,ECE,4
Uday Menon,ECE4004,ECE,4
Dev Reddy,ECE4005,ECE,4
Arnav Nair,ECE4006,ECE,4
Riya Chakraborty,ECE4007,ECE,4
Esha Hegde,ECE4008,ECE,4
Riya Lohia,ECE4009,ECE,4
Deepak Nair,ECE4010,ECE,4
Varun Basu,ECE4011,ECE,4
Gauri Singh,ECE4012,ECE,4
Yash Patel,ECE4013,ECE,4
Rohan Agarwal,ECE4014,ECE,4
Jai Zaveri,ECE4015,ECE,4
Wasim Chandra,ECE4016,ECE,4
Amaya Ghosh,ECE4017,ECE,4
Zeenat Chakraborty,ECE4018,ECE,4
Chaitra Sharma,ECE4019,ECE,4
Zoya Dutta,ECE4020,ECE,4
Ayaan Qureshi,ECE4021,ECE,4
Ayaan Lohia,ECE4022,ECE,4
Karan Gupta,ECE4023,ECE,4
Chaitra Menon,ECE4024,ECE,4
Prithvi Gandhi,ECE4025,ECE,4
Ayaan Iyer,ECE4026,ECE,4
Heena Bhatt,ECE4027,ECE,4
Ananya Upadhyay,ECE4028,ECE,4
Varun Sinha,ECE4029,ECE,4
Arjun Shetty,ECE4030,ECE,4
Jai Qureshi,ECE4031,ECE,4
Shaurya Rao,ECE4032,ECE,4
Zubin Trivedi,ECE4033,ECE,4
Sahil Shetty,ECE4034,ECE,4
Prithvi Naidu,ECE4035,ECE,4
Kunal Patel,ECE4036,ECE,4
Rakesh Upadhyay,ECE4037,ECE,4
Yug Singh,ECE4038,ECE,4
Dhruv Lal,ECE4039,ECE,4
Krishna Hiremath,ECE4040,ECE,4
Gopal Joshi,ECE4041,ECE,4
Nisha Thakur,ECE4042,ECE,4
Irfan Lohia,ECE4043,ECE,4
Arnav Dixit,ECE4044,ECE,4
Rudra Sharma,ECE4045,ECE,4
Zoya Qureshi,ECE4046,ECE,4
Arjun Kashyap,ECE4047,ECE,4
Jaya Zhao,ECE4048,ECE,4
Neel Trivedi,ECE4049,ECE,4
Akash Lal,ECE4050,ECE,4
Lakshya Chopra,CSM4001,CSM,4
Zeenat Sharma,CSM4002,CSM,4
Farah Bose,CSM4003,CSM,4
Bhavya Naidu,CSM4004,CSM,4
Mehul Sen,CSM4005,CSM,4
Pari Nambiar,CSM4006,CSM,4
Aruna Thakur,CSM4007,CSM,4
Gopal Agarwal,CSM4008,CSM,4
Yamini Agarwal,CSM4009,CSM,4
Zeenat Sen,CSM4010,CSM,4
Arjun Menon,CSM4011,CSM,4
Aruna Jain,CSM4012,CSM,4
Ishan Lal,CSM4013,CSM,4
Kiara Reddy,CSM4014,CSM,4
Vineet Varghese,CSM4015,CSM,4
Akash Singh,CSM4016,CSM,4
Tejas Devaraj,CSM4017,CSM,4
Kunal Naidu,CSM4018,CSM,4
Samar Chakraborty,CSM4019,CSM,4
Amaya Singh,CSM4020,CSM,4
Ritul Kashyap,CSM4021,CSM,4
Bhavin Saxena,CSM4022,CSM,4
Dhruv Rastogi,CSM4023,CSM,4
Isha Yadav,CSM4024,CSM,4
Farhan Thakur,CSM4025,CSM,4
Tara Nambiar,CSM4026,CSM,4
Zeenat Hegde,CSM4027,CSM,4
Farah Desai,CSM4028,CSM,4
Varun Devaraj,CSM4029,CSM,4
Ira Ojha,CSM4030,CSM,4
Zubin Agarwal,CSM4031,CSM,4
Samar Acharya,CSM4032,CSM,4
Jaya Reddy,CSM4033,CSM,4
Naveen Agarwal,CSM4034,CSM,4
Ira Khan,CSM4035,CSM,4
Samira Rastogi,CSM4036,CSM,4
Dhruv Malhotra,CSM4037,CSM,4
Yash Sridhar,CSM4038,CSM,4
Bharat Bose,CSM4039,CSM,4
Ishan Wagh,CSM4040,CSM,4
Mohan Rao,CSM4041,CSM,4
Bhavya Menon,CSM4042,CSM,4
Bharat Desai,CSM4043,CSM,4
Farhan Nair,CSM4044,CSM,4
Aditi Khan,CSM4045,CSM,4
Ayaan Dixit,CSM4046,CSM,4
Rakesh Sen,CSM4047,CSM,4
Sahil Venkatesh,CSM4048,CSM,4
Mehul Desai,CSM4049,CSM,4
Riya Zaveri,CSM4050,CSM,4
Mehul Xavier,EEE4001,EEE,4
Komal Upadhyay,EEE4002,EEE,4
Sahil Verma,EEE4003,EEE,4
Anish Patel,EEE4004,EEE,4
Rahul Karnik,EEE4005,EEE,4
Aarav Rastogi,EEE4006,EEE,4
Ira Acharya,EEE4007,EEE,4
Aarav Iyer,EEE4008,EEE,4
Pranav Trivedi,EEE4009,EEE,4
Usha Dixit,EEE4010,EEE,4
Vineet Sridhar,EEE4011,EEE,4
Mohan Nair,EEE4012,EEE,4
Arnav Agarwal,EEE4013,EEE,4
Sneha Malhotra,EEE4014,EEE,4
Tara Pillai,EEE4015,EEE,4
Naveen Zaveri,EEE4016,EEE,4
Divya Iyer,EEE4017,EEE,4
Kiara Kashyap,EEE4018,EEE,4
Charan Mishra,EEE4019,EEE,4
Samar Zhao,EEE4020,EEE,4
Amaya Kulkarni,EEE4021,EEE,4
Shaurya Karnik,EEE4022,EEE,4
Shreya Nambiar,EEE4023,EEE,4
Akash Khan,EEE4024,EEE,4
Qadir Karnik,EEE4025,EEE,4
Uday Eapen,EEE4026,EEE,4
Farhan Saxena,EEE4027,EEE,4
Jaya Patel,EEE4028,EEE,4
Sahil Singh,EEE4029,EEE,4
Nisha Saxena,EEE4030,EEE,4
Tanvi Bose,EEE4031,EEE,4
Rohan Shah,EEE4032,EEE,4
Ojas Fernandes,EEE4033,EEE,4
Shreya Joshi,EEE4034,EEE,4
Irfan Eapen,EEE4035,EEE,4
Yamini Iyer,EEE4036,EEE,4
Anish Devaraj,EEE4037,EEE,4
Farah Srivastava,EEE4038,EEE,4
Nikhil Sharma,EEE4039,EEE,4
Mohan Thakur,EEE4040,EEE,4
Ishaan Hiremath,EEE4041,EEE,4
Esha Gopalakrishnan,EEE4042,EEE,4
Mehul Sridhar,EEE4043,EEE,4
Zara Desai,EEE4044,EEE,4
Qadir Mahajan,EEE4045,EEE,4
Naveen Wagh,EEE4046,EEE,4
Heena Patel,EEE4047,EEE,4
Varun Lohia,EEE4048,EEE,4
Ritul Zaveri,EEE4049,EEE,4
Sanya Verma,EEE4050,EEE,4
Pooja Dixit,CIV4001,CIV,4
Krishna Zaveri,CIV4002,CIV,4
Nikhil Mahajan,CIV4003,CIV,4
Ananya Karnik,CIV4004,CIV,4
Dev Menon,CIV4005,CIV,4
Anish Bhatt,CIV4006,CIV,4
Nikhil Upadhyay,CIV4007,CIV,4
Harsha Desai,CIV4008,CIV,4
Zara Iyengar,CIV4009,CIV,4
Tanvi Jain,CIV4010,CIV,4
Ira Rao,CIV4011,CIV,4
Rakesh Mahajan,CIV4012,CIV,4
Sahil Chandra,CIV4013,CIV,4
Aarav Upadhyay,CIV4014,CIV,4
Nisha Uttam,CIV4015,CIV,4
Nandini Yadav,CIV4016,CIV,4
Advait Devaraj,CIV4017,CIV,4
Vineet Ghosh,CIV4018,CIV,4
Usha Shetty,CIV4019,CIV,4
Yug Venkatesh,CIV4020,CIV,4
Chaitra Xavier,CIV4021,CIV,4
Sanya Naidu,CIV4022,CIV,4
Darsh Nambiar,CIV4023,CIV,4
Yash Joshi,CIV4024,CIV,4
Vineet Zhao,CIV4025,CIV,4
Mehul Zaveri,CIV4026,CIV,4
Zara Sharma,CIV4027,CIV,4
Janaki Sen,CIV4028,CIV,4
Divya Fernandes,CIV4029,CIV,4
Sahil Jain,CIV4030,CIV,4
Nandini Eapen,CIV4031,CIV,4
Riya Rao,CIV4032,CIV,4
Ishan Hiremath,CIV4033,CIV,4
Bharat Kulkarni,CIV4034,CIV,4
Bhavin Rastogi,CIV4035,CIV,4
Pranav Rastogi,CIV4036,CIV,4
Dev Bhatt,CIV4037,CIV,4
Jai Reddy,CIV4038,CIV,4
Mohan Sridhar,CIV4039,CIV,4
Ananya Gupta,CIV4040,CIV,4
Riya Sharma,CIV4041,CIV,4
Rohan Jain,CIV4042,CIV,4
Ayaan Sen,CIV4043,CIV,4
Pranav Kapoor,CIV4044,CIV,4
Ira Pandey,CIV4045,CIV,4
Sanya Kashyap,CIV4046,CIV,4
Mehul Ghosh,CIV4047,CIV,4
Zubin Varghese,CIV4048,CIV,4
Krishna Varghese,CIV4049,CIV,4
Tara Malhotra,CIV4050,CIV,4
Latha Nair,MECH4001,MECH,4
Yash Fernandes,MECH4002,MECH,4
Naveen Joshi,MECH4003,MECH,4
Wasim Desai,MECH4004,MECH,4
Sahil Dixit,MECH4005,MECH,4
Pranav Mahajan,MECH4006,MECH,4
Latha Mishra,MECH4007,MECH,4
Sneha Dixit,MECH4008,MECH,4
Divya Rastogi,MECH4009,MECH,4
Zeenat Saxena,MECH4010,MECH,4
Bhavya Singh,MECH4011,MECH,4
Rohan Khan,MECH4012,MECH,4
Sneha Mahajan,MECH4013,MECH,4
Dev Lal,MECH4014,MECH,4
Shreya Chopra,MECH4015,MECH,4
Charan Chakraborty,MECH4016,MECH,4
Mira Upadhyay,MECH4017,MECH,4
Pooja Sharma,MECH4018,MECH,4
Tejas Kapoor,MECH4019,MECH,4
Tara Shetty,MECH4020,MECH,4
Wasim Varghese,MECH4021,MECH,4
Dev Joshi,MECH4022,MECH,4
Naveen Fernandes,MECH4023,MECH,4
Zeenat Lal,MECH4024,MECH,4
Ayaan Kulkarni,MECH4025,MECH,4
