name,roll_no,branch,year
Arjun Gopalakrishnan,CSD1065,CSD,1
Mohan Chandra,CSD1066,CSD,1
Avni Gopalakrishnan,CSD1067,CSD,1
Ayaan Wagh,CSD1068,CSD,1
Vineet Saxena,CSD1069,CSD,1
Pavan Chakraborty,CSD1070,CSD,1
Ishaan Devaraj,CSD1071,CSD,1
Jaya Jain,CSD1072,CSD,1
Om Trivedi,CSD1073,CSD,1
Tushar Gandhi,CSD1074,CSD,1
Rakesh Zaveri,CSD1075,CSD,1
Pranav Thakur,CSD1076,CSD,1
Aditi Sinha,CSD1077,CSD,1
Varun Lal,CSD1078,CSD,1
Pavan Agarwal,CSD1079,CSD,1
Kavya Wagh,CSD1080,CSD,1
Kiara Rao,CSD1081,CSD,1
Nandini Uttam,CSD1082,CSD,1
Zoya Basu,CSD1083,CSD,1
Pooja Reddy,CSD1084,CSD,1
Ananya Nair,CSD1085,CSD,1
Aditi Zaveri,CSD1086,CSD,1
Akash Srivastava,CSD1087,CSD,1
Wasim Malhotra,CSD1088,CSD,1
Ishan Rao,CSD1089,CSD,1
Pooja Gupta,CSD1090,CSD,1
Gopal Zhao,CSD1091,CSD,1
Harsha Rastogi,CSD1092,CSD,1
Ritul Sharma,CSD1093,CSD,1
Bhavya Varghese,CSD1094,CSD,1
Naveen Ojha,CSD1095,CSD,1
Vineet Zaveri,CSD1096,CSD,1
Nikhil Mehta,CSD1097,CSD,1
Shaurya Trivedi,CSD1098,CSD,1
Vani Varghese,CSD1099,CSD,1
Prithvi Trivedi,CSD1100,CSD,1
Aarav Basu,CSE2001,CSE,2
Anish Kashyap,CSE2002,CSE,2
Dhruv Yadav,CSE2003,CSE,2
Rohan Shah,CSE2004,CSE,2
Shreya Gopalakrishnan,CSE2005,CSE,2
Ira Patel,CSE2006,CSE,2
Latha Lal,CSE2007,CSE,2
Jai Devaraj,CSE2008,CSE,2
Amaya Iyengar,CSE2009,CSE,2
Aditi Verma,CSE2010,CSE,2
Naveen Chakraborty,CSE2011,CSE,2
Naina Zaveri,CSE2012,CSE,2
Dhruv Shah,CSE2013,CSE,2
Anika Sinha,CSE2014,CSE,2
Karan Malhotra,CSE2015,CSE,2
Charan Menon,CSE2016,CSE,2
Komal Uttam,CSE2017,CSE,2
Pavan Sinha,CSE2018,CSE,2
Gauri Sinha,CSE2019,CSE,2
Neel Agarwal,CSE2020,CSE,2
Aruna Saxena,CSE2021,CSE,2
Vani Lal,CSE2022,CSE,2
Sneha Iyer,CSE2023,CSE,2
Rahul Rastogi,CSE2024,CSE,2
Ishaan Naidu,CSE2025,CSE,2
Neel Joshi,CSE2026,CSE,2
Divya Dixit,CSE2027,CSE,2
Veda Sen,CSE2028,CSE,2
Vihaan Chakraborty,CSE2029,CSE,2
Qadir Acharya,CSE2030,CSE,2
Avni Lohia,CSE2031,CSE,2
Tara Fernandes,CSE2032,CSE,2
Om Upadhyay,CSE2033,CSE,2
Amaya Thakur,CSE2034,CSE,2
Darsh Thakur,CSE2035,CSE,2
Charan Dixit,CSE2036,CSE,2
Yug Iyer,CSE2037,CSE,2
Vani Nair,CSE2038,CSE,2
Qadir Gandhi,CSE2039,CSE,2
Tara Rao,CSE2040,CSE,2
Charan Mehta,CSE2041,CSE,2
Rohan Rastogi,CSE2042,CSE,2
Komal Lohia,CSE2043,CSE,2
Yash Lohia,CSE2044,CSE,2
Divya Sen,CSE2045,CSE,2
Esha Saxena,CSE2046,CSE,2
Akash Saxena,CSE2047,CSE,2
Rakesh Pandey,CSE2048,CSE,2
Heena Mishra,CSE2049,CSE,2
Isha Gopalakrishnan,CSE2050,CSE,2
Yamini Ghosh,CSE2051,CSE,2
Riya Singh,CSE2052,CSE,2
Arnav Wagh,CSE2053,CSE,2
Anika Hiremath,CSE2054,CSE,2
Latha Zhao,CSE2055,CSE,2
Diya Kulkarni,CSE2056,CSE,2
Farah Wagh,CSE2057,CSE,2
Tanvi Fernandes,CSE2058,CSE,2
Om Nair,CSE2059,CSE,2
Ira Dixit,CSE2060,CSE,2
Bhavya Patel,CSE2061,CSE,2
Farhan Menon,CSE2062,CSE,2
Lakshya Thakur,CSE2063,CSE,2
Mira Bhatt,CSE2064,CSE,2
Pari Kapoor,CSE2065,CSE,2
Divya Wagh,CSE2066,CSE,2
Deepak Devaraj,CSE2067,CSE,2
Diya Joshi,CSE2068,CSE,2
Chaitra Zhao,CSE2069,CSE,2
Janaki Yadav,CSE2070,CSE,2
Arnav Sen,CSE2071,CSE,2
Advait Shetty,CSE2072,CSE,2
Esha Lohia,CSE2073,CSE,2
Rakesh Joshi,CSE2074,CSE,2
Heena Menon,CSE2075,CSE,2
Aditi Menon,CSE2076,CSE,2
Prithvi Rao,CSE2077,CSE,2
Samar Chandra,CSE2078,CSE,2
Sneha Saxena,CSE2079,CSE,2
Heena Sen,CSE2080,CSE,2
Ira Naidu,CSE2081,CSE,2
Samira Xavier,CSE2082,CSE,2
Ananya Basu,CSE2083,CSE,2
Ritul Verma,CSE2084,CSE,2
Advait Venkatesh,CSE2085,CSE,2
Pooja Qadir,CSE2086,CSE,2
Avni Yadav,CSE2087,CSE,2
Vikram Karnik,CSE2088,CSE,2
Shaurya Desai,CSE2089,CSE,2
Mohan Rastogi,CSE2090,CSE,2
Ojas Karnik,CSE2091,CSE,2
Dhruv Srivastava,CSE2092,CSE,2
Karan Mishra,CSE2093,CSE,2
Riya Acharya,CSE2094,CSE,2
Arjun Qadir,CSE2095,CSE,2
Anika Iyengar,CSE2096,CSE,2
Samar Venkatesh,CSE2097,CSE,2
Yash Hegde,CSE2098,CSE,2
Dhruv Ojha,CSE2099,CSE,2
Komal Naidu,CSE2100,CSE,2
Darsh Singh,ECE2001,ECE,2
Shaurya Karnik,ECE2002,ECE,2
Kavya Saxena,ECE2003,ECE,2
Pavan Hiremath,ECE2004,ECE,2
Gauri Hegde,ECE2005,ECE,2
Karan Yadav,ECE2006,ECE,2
Rahul Lohia,ECE2007,ECE,2
Farah Pillai,ECE2008,ECE,2
Ayaan Kapoor,ECE2009,ECE,2
Rakesh Qureshi,ECE2010,ECE,2
Shaurya Upadhyay,ECE2011,ECE,2
Rohan Bhatt,ECE2012,ECE,2
Sneha Kulkarni,ECE2013,ECE,2
Tushar Basu,ECE2014,ECE,2
Harsha Bose,ECE2015,ECE,2
Jaya Hegde,ECE2016,ECE,2
Vihaan Iyer,ECE2017,ECE,2
Advait Zhao,ECE2018,ECE,2
Bhavya Upadhyay,ECE2019,ECE,2
Zoya Yadav,ECE2020,ECE,2
Om Saxena,ECE2021,ECE,2
Darsh Mahajan,ECE2022,ECE,2
Gauri Jain,ECE2023,ECE,2
Rohan Chakraborty,ECE2024,ECE,2
Manav Eapen,ECE2025,ECE,2
Aarav Varghese,ECE2026,ECE,2
Krishna Jain,ECE2027,ECE,2
Aisha Mahajan,ECE2028,ECE,2
Manav Bose,ECE2029,ECE,2
Anika Acharya,ECE2030,ECE,2
Sahil Mehta,ECE2031,ECE,2
Farhan Desai,ECE2032,ECE,2
Shreya Malhotra,ECE2033,ECE,2
Pooja Zaveri,ECE2034,ECE,2
Lakshya Kapoor,ECE2035,ECE,2
Yamini Devaraj,ECE2036,ECE,2
Mehul Sen,ECE2037,ECE,2
Yug Gupta,ECE2038,ECE,2
Sanya Chopra,ECE2039,ECE,2
Ayaan Zaveri,ECE2040,ECE,2
Gauri Dutta,ECE2041,ECE,2
Zubin Ojha,ECE2042,ECE,2
Akash Iyer,ECE2043,ECE,2
Farah Sinha,ECE2044,ECE,2
Krishna Mishra,ECE2045,ECE,2
Vikram Wagh,ECE2046,ECE,2
Ananya Khan,ECE2047,ECE,2
Shaurya Basu,ECE2048,ECE,2
Dhruv Devaraj,ECE2049,ECE,2
Sanya Bose,ECE2050,ECE,2
Gautam Lal,ECE2051,ECE,2
Krishna Rao,ECE2052,ECE,2
Gautam Kashyap,ECE2053,ECE,2
Gautam Uttam,ECE2054,ECE,2
Sanya Yadav,ECE2055,ECE,2
Zubin Karnik,ECE2056,ECE,2
Tara Wagh,ECE2057,ECE,2
Zubin Venkatesh,ECE2058,ECE,2
Gopal Verma,ECE2059,ECE,2
Jaya Ojha,ECE2060,ECE,2
Diya Iyer,ECE2061,ECE,2
Usha Mishra,ECE2062,ECE,2
Aruna Qadir,ECE2063,ECE,2
Avni Singh,ECE2064,ECE,2
Pari Upadhyay,ECE2065,ECE,2
Nikhil Saxena,ECE2066,ECE,2
Wasim Bhatt,ECE2067,ECE,2
Zeenat Zaveri,ECE2068,ECE,2
Rahul Malhotra,ECE2069,ECE,2
Usha Basu,ECE2070,ECE,2
Varun Gupta,ECE2071,ECE,2
Aditi Bhatt,ECE2072,ECE,2
Nandini Acharya,ECE2073,ECE,2
Gopal Jain,ECE2074,ECE,2
Mira Singh,ECE2075,ECE,2
Nikhil Nambiar,ECE2076,ECE,2
Darsh Iyer,ECE2077,ECE,2
Lakshya Iyer,ECE2078,ECE,2
Shreya Nambiar,ECE2079,ECE,2
Zubin Lal,ECE2080,ECE,2
Farhan Iyer,ECE2081,ECE,2
Gauri Menon,ECE2082,ECE,2
Tushar Mehta,ECE2083,ECE,2
Prithvi Yadav,ECE2084,ECE,2
Zeenat Qadir,ECE2085,ECE,2
Pavan Xavier,ECE2086,ECE,2
Aisha Nambiar,ECE2087,ECE,2
Karan Gupta,ECE2088,ECE,2
Irfan Malhotra,ECE2089,ECE,2
Qadir Chandra,ECE2090,ECE,2
Amaya Singh,ECE2091,ECE,2
Avni Nair,ECE2092,ECE,2
Vikram Malhotra,ECE2093,ECE,2
Shaurya Khan,ECE2094,ECE,2
Shaurya Sridhar,ECE2095,ECE,2
Advait Trivedi,ECE2096,ECE,2
Janaki Joshi,ECE2097,ECE,2
Heena Pandey,ECE2098,ECE,2
Zeenat Dutta,ECE2099,ECE,2
Ira Qadir,ECE2100,ECE,2
Jai Sen,CSM2001,CSM,2
Prithvi Ojha,CSM2002,CSM,2
Vani Kulkarni,CSM2003,CSM,2
Advait Shah,CSM2004,CSM,2
Diya Devaraj,CSM2005,CSM,2
Arjun Devaraj,CSM2006,CSM,2
Anish Kulkarni,CSM2007,CSM,2
Neel Ojha,CSM2008,CSM,2
Sneha Venkatesh,CSM2009,CSM,2
Tushar Bhatt,CSM2010,CSM,2
Om Rastogi,CSM2011,CSM,2
Chaitra Sinha,CSM2012,CSM,2
Anika Singh,CSM2013,CSM,2
Neel Zaveri,CSM2014,CSM,2
Yug Khan,CSM2015,CSM,2
Pranav Fernandes,CSM2016,CSM,2
Prithvi Mishra,CSM2017,CSM,2
Aditi Venkatesh,CSM2018,CSM,2
Pavan Karnik,CSM2019,CSM,2
Harsha Bhatt,CSM2020,CSM,2
Dev Uttam,CSM2021,CSM,2
Jaya Upadhyay,CSM2022,CSM,2
Wasim Varghese,CSM2023,CSM,2
Tanvi Mahajan,CSM2024,CSM,2
Dhruv Uttam,CSM2025,CSM,2
Latha Pillai,CSM2026,CSM,2
Bhavya Shah,CSM2027,CSM,2
Arnav Srivastava,CSM2028,CSM,2
Pari Qadir,CSM2029,CSM,2
Arnav Desai,CSM2030,CSM,2
Vineet Gupta,CSM2031,CSM,2
Avni Sridhar,CSM2032,CSM,2
Rudra Kulkarni,CSM2033,CSM,2
Vikram Iyer,CSM2034,CSM,2
Nikhil Venkatesh,CSM2035,CSM,2
Yamini Saxena,CSM2036,CSM,2
Akash Chandra,CSM2037,CSM,2
Yug Sridhar,CSM2038,CSM,2
Veda Trivedi,CSM2039,CSM,2
Wasim Nambiar,CSM2040,CSM,2
Lakshya Dixit,CSM2041,CSM,2
Gopal Sridhar,CSM2042,CSM,2
Sanya Lohia,CSM2043,CSM,2
Prithvi Singh,CSM2044,CSM,2
Dev Chakraborty,CSM2045,CSM,2
Yamini Singh,CSM2046,CSM,2
Gauri Lohia,CSM2047,CSM,2
Samira Kapoor,CSM2048,CSM,2
Samar Sridhar,CSM2049,CSM,2
Dev Devaraj,CSM2050,CSM,2
Gautam Hiremath,CSM2051,CSM,2
Rakesh Upadhyay,CSM2052,CSM,2
Deepak Lohia,CSM2053,CSM,2
Arnav Hegde,CSM2054,CSM,2
Kavya Iyer,CSM2055,CSM,2
Kunal Trivedi,CSM2056,CSM,2
Anish Sen,CSM2057,CSM,2
Pavan Lal,CSM2058,CSM,2
Komal Hiremath,CSM2059,CSM,2
Vikram Sen,CSM2060,CSM,2
Farah Verma,CSM2061,CSM,2
Tejas Kulkarni,CSM2062,CSM,2
Ishaan Agarwal,CSM2063,CSM,2
Ritul Rastogi,CSM2064,CSM,2
Kiara Kapoor,CSM2065,CSM,2
Qadir Qadir,CSM2066,CSM,2
Naina Eapen,CSM2067,CSM,2
Ayaan Naidu,CSM2068,CSM,2
Ishaan Nambiar,CSM2069,CSM,2
Bharat Pillai,CSM2070,CSM,2
Kunal Joshi,CSM2071,CSM,2
Ishita Gopalakrishnan,CSM2072,CSM,2
Kiara Hiremath,CSM2073,CSM,2
Akash Kapoor,CSM2074,CSM,2
Zara Qadir,CSM2075,CSM,2
Jaya Chandra,CSM2076,CSM,2
Zeenat Sinha,CSM2077,CSM,2
Meera Chopra,CSM2078,CSM,2
Zoya Mahajan,CSM2079,CSM,2
Farhan Yadav,CSM2080,CSM,2
Bharat Menon,CSM2081,CSM,2
Wasim Iyer,CSM2082,CSM,2
Kiara Trivedi,CSM2083,CSM,2
Ayaan Yadav,CSM2084,CSM,2
Samira Srivastava,CSM2085,CSM,2
Shreya Sharma,CSM2086,CSM,2
Rahul Qureshi,CSM2087,CSM,2
Gautam Fernandes,CSM2088,CSM,2
Divya Ojha,CSM2089,CSM,2
Kunal Jain,CSM2090,CSM,2
Arjun Uttam,CSM2091,CSM,2
Avni Qureshi,CSM2092,CSM,2
Veda Thakur,CSM2093,CSM,2
Yamini Gopalakrishnan,CSM2094,CSM,2
Ananya Hegde,CSM2095,CSM,2
Tara Chandra,CSM2096,CSM,2
Ishita Iyengar,CSM2097,CSM,2
Tanvi Bose,CSM2098,CSM,2
Anika Venkatesh,CSM2099,CSM,2
Tara Zaveri,CSM2100,CSM,2
Heena Yadav,EEE2001,EEE,2
Ojas Bose,EEE2002,EEE,2
Farhan Pandey,EEE2003,EEE,2
Arjun Sridhar,EEE2004,EEE,2
Lakshya Shetty,EEE2005,EEE,2
Darsh Chakraborty,EEE2006,EEE,2
Bharat Iyer,EEE2007,EEE,2
Yug Acharya,EEE2008,EEE,2
Arjun Hiremath,EEE2009,EEE,2
Yamini Dutta,EEE2010,EEE,2
Krishna Kapoor,EEE2011,EEE,2
Tejas Kashyap,EEE2012,EEE,2
Esha Menon,EEE2013,EEE,2
Aruna Zhao,EEE2014,EEE,2
Rohan Lohia,EEE2015,EEE,2
Shreya Venkatesh,EEE2016,EEE,2
Zeenat Pillai,EEE2017,EEE,2
Sanya Dixit,EEE2018,EEE,2
Rakesh Verma,EEE2019,EEE,2
Naveen Nambiar,EEE2020,EEE,2
Latha Shah,EEE2021,EEE,2
Mohan Pandey,EEE2022,EEE,2
Sanya Sinha,EEE2023,EEE,2
Ojas Chakraborty,EEE2024,EEE,2
Advait Menon,EEE2025,EEE,2
Zoya Khan,EEE2026,EEE,2
Meera Kulkarni,EEE2027,EEE,2
Bhavya Mahajan,EEE2028,EEE,2
Ira Malhotra,EEE2029,EEE,2
Gautam Gopalakrishnan,EEE2030,EEE,2
Ishaan Gupta,EEE2031,EEE,2
Shreya Hegde,EEE2032,EEE,2
Vani Wagh,EEE2033,EEE,2
Pranav Shah,EEE2034,EEE,2
Gauri Ojha,EEE2035,EEE,2
Krishna Menon,EEE2036,EEE,2
Shaurya Gandhi,EEE2037,EEE,2
Yamini Chandra,EEE2038,EEE,2
Rudra Jain,EEE2039,EEE,2
Tanvi Gandhi,EEE2040,EEE,2
Zoya Mehta,EEE2041,EEE,2
Nisha Lal,EEE2042,EEE,2
Pavan Venkatesh,EEE2043,EEE,2
Vani Chandra,EEE2044,EEE,2
Vihaan Hiremath,EEE2045,EEE,2
Samira Verma,EEE2046,EEE,2
Veda Khan,EEE2047,EEE,2
Rakesh Malhotra,EEE2048,EEE,2
Nisha Qadir,EEE2049,EEE,2
Vikram Chandra,EEE2050,EEE,2
Charan Hegde,EEE2051,EEE,2
Akash Eapen,EEE2052,EEE,2
Dev Xavier,EEE2053,EEE,2
Nandini Rastogi,EEE2054,EEE,2
Diya Hiremath,EEE2055,EEE,2
Irfan Chakraborty,EEE2056,EEE,2
Rakesh Xavier,EEE2057,EEE,2
Heena Dixit,EEE2058,EEE,2
Zubin Dixit,EEE2059,EEE,2
Naina Malhotra,EEE2060,EEE,2
Mira Chopra,EEE2061,EEE,2
Nikhil Shah,EEE2062,EEE,2
Diya Desai,EEE2063,EEE,2
Samar Iyer,EEE2064,EEE,2
Vani Yadav,EEE2065,EEE,2
Rohan Kashyap,EEE2066,EEE,2
Zara Nair,EEE2067,EEE,2
Mehul Thakur,EEE2068,EEE,2
Gauri Khan,EEE2069,EEE,2
Rahul Yadav,EEE2070,EEE,2
Yash Shetty,EEE2071,EEE,2
Ananya Iyer,EEE2072,EEE,2
Arjun Dutta,EEE2073,EEE,2
Ritul Karnik,EEE2074,EEE,2
Jai Dutta,EEE2075,EEE,2
Irfan Chopra,EEE2076,EEE,2
Shaurya Sinha,EEE2077,EEE,2
Kavya Chopra,EEE2078,EEE,2
Ananya Chakraborty,EEE2079,EEE,2
Deepak Ghosh,EEE2080,EEE,2
Qadir Yadav,EEE2081,EEE,2
Jai Yadav,EEE2082,EEE,2
Aditi Hiremath,EEE2083,EEE,2
Meera Nair,EEE2084,EEE,2
Meera Gandhi,EEE2085,EEE,2
Sanya Verma,EEE2086,EEE,2
Karan Saxena,EEE2087,EEE,2
Darsh Pillai,EEE2088,EEE,2
Yug Upadhyay,EEE2089,EEE,2
Latha Qadir,EEE2090,EEE,2
Tara Qadir,EEE2091,EEE,2
Latha Hiremath,EEE2092,EEE,2
Samira Zaveri,EEE2093,EEE,2
Gauri Kapoor,EEE2094,EEE,2
Pavan Kulkarni,EEE2095,EEE,2
Avni Pandey,EEE2096,EEE,2
Wasim Hegde,EEE2097,EEE,2
Bharat Upadhyay,EEE2098,EEE,2
Manav Zhao,EEE2099,EEE,2
Kavya Agarwal,EEE2100,EEE,2
Arnav Joshi,CIV2001,CIV,2
Dev Kapoor,CIV2002,CIV,2
Janaki Acharya,CIV2003,CIV,2
Gauri Singh,CIV2004,CIV,2
Zoya Jain,CIV2005,CIV,2
Riya Fernandes,CIV2006,CIV,2
Qadir Reddy,CIV2007,CIV,2
Saanvi Zhao,CIV2008,CIV,2
Qadir Venkatesh,CIV2009,CIV,2
Rakesh Srivastava,CIV2010,CIV,2
Yamini Ojha,CIV2011,CIV,2
Manav Saxena,CIV2012,CIV,2
Komal Dixit,CIV2013,CIV,2
Diya Zaveri,CIV2014,CIV,2
Vihaan Hegde,CIV2015,CIV,2
Anika Jain,CIV2016,CIV,2
Darsh Yadav,CIV2017,CIV,2
Ananya Upadhyay,CIV2018,CIV,2
Gopal Rastogi,CIV2019,CIV,2
Usha Hiremath,CIV2020,CIV,2
Pooja Ojha,CIV2021,CIV,2
Tanvi Qadir,CIV2022,CIV,2
Vani Bose,CIV2023,CIV,2
Rudra Ghosh,CIV2024,CIV,2
Amaya Jain,CIV2025,CIV,2
Vineet Singh,CIV2026,CIV,2
Farhan Zhao,CIV2027,CIV,2
Ritul Chopra,CIV2028,CIV,2
Zoya Eapen,CIV2029,CIV,2
Nisha Joshi,CIV2030,CIV,2
Ayaan Agarwal,CIV2031,CIV,2
Vineet Menon,CIV2032,CIV,2
Anish Verma,CIV2033,CIV,2
Prithvi Desai,CIV2034,CIV,2
Irfan Mehta,CIV2035,CIV,2
Shreya Dutta,CIV2036,CIV,2
Karan Thakur,CIV2037,CIV,2
Arjun Acharya,CIV2038,CIV,2
Saanvi Pandey,CIV2039,CIV,2
Shreya Rastogi,CIV2040,CIV,2
Aarav Mehta,CIV2041,CIV,2
Meera Khan,CIV2042,CIV,2
Diya Dixit,CIV2043,CIV,2
Saanvi Reddy,CIV2044,CIV,2
Gautam Acharya,CIV2045,CIV,2
Rohan Khan,CIV2046,CIV,2
Riya Dutta,CIV2047,CIV,2
Krishna Ghosh,CIV2048,CIV,2
Vikram Bhatt,CIV2049,CIV,2
Sneha Gopalakrishnan,CIV2050,CIV,2
Charan Basu,CIV2051,CIV,2
Tanvi Chakraborty,CIV2052,CIV,2
Rudra Mahajan,CIV2053,CIV,2
Zara Upadhyay,CIV2054,CIV,2
Manav Patel,CIV2055,CIV,2
Aarav Qadir,CIV2056,CIV,2
Krishna Pandey,CIV2057,CIV,2
Dev Basu,CIV2058,CIV,2
Vikram Sharma,CIV2059,CIV,2
Dhruv Mahajan,CIV2060,CIV,2
Bharat Uttam,CIV2061,CIV,2
Aarav Sridhar,CIV2062,CIV,2
Arjun Lohia,CIV2063,CIV,2
Usha Dutta,CIV2064,CIV,2
Kavya Sridhar,CIV2065,CIV,2
Vineet Verma,CIV2066,CIV,2
Nandini Menon,CIV2067,CIV,2
Rudra Qureshi,CIV2068,CIV,2
Zeenat Bose,CIV2069,CIV,2
Tanvi Agarwal,CIV2070,CIV,2
Sneha Chakraborty,CIV2071,CIV,2
Charan Shetty,CIV2072,CIV,2
Mohan Hegde,CIV2073,CIV,2
Heena Xavier,CIV2074,CIV,2
Tejas Gopalakrishnan,CIV2075,CIV,2
Esha Sridhar,CIV2076,CIV,2
Vineet Mishra,CIV2077,CIV,2
Ayaan Bose,CIV2078,CIV,2
Aruna Hegde,CIV2079,CIV,2
Zara Patel,CIV2080,CIV,2
Kunal Pillai,CIV2081,CIV,2
Amaya Nair,CIV2082,CIV,2
Naveen Uttam,CIV2083,CIV,2
Esha Zaveri,CIV2084,CIV,2
Farah Zaveri,CIV2085,CIV,2
Avni Xavier,CIV2086,CIV,2
Shreya Saxena,CIV2087,CIV,2
Ananya Hiremath,CIV2088,CIV,2
Akash Gopalakrishnan,CIV2089,CIV,2
Arnav Bose,CIV2090,CIV,2
Dev Mishra,CIV2091,CIV,2
Rakesh Mahajan,CIV2092,CIV,2
Pavan Chopra,CIV2093,CIV,2
Arjun Sen,CIV2094,CIV,2
Rakesh Nair,CIV2095,CIV,2
Dhruv Gandhi,CIV2096,CIV,2
Usha Sen,CIV2097,CIV,2
Vineet Eapen,CIV2098,CIV,2
Ayaan Shah,CIV2099,CIV,2
Mehul Hiremath,CIV2100,CIV,2
Isha Patel,MECH2001,MECH,2
Aisha Naidu,MECH2002,MECH,2
Pooja Mishra,MECH2003,MECH,2
Ananya Mishra,MECH2004,MECH,2
Charan Pillai,MECH2005,MECH,2
Vineet Desai,MECH2006,MECH,2
Prithvi Kapoor,MECH2007,MECH,2
Anika Dixit,MECH2008,MECH,2
Chaitra Mehta,MECH2009,MECH,2
Tanvi Nambiar,MECH2010,MECH,2
Heena Jain,MECH2011,MECH,2
Krishna Acharya,MECH2012,MECH,2
Zara Pandey,MECH2013,MECH,2
Gauri Malhotra,MECH2014,MECH,2
Riya Srivastava,MECH2015,MECH,2
Yash Iyer,MECH2016,MECH,2
Ananya Qureshi,MECH2017,MECH,2
Saanvi Xavier,MECH2018,MECH,2
Pavan Varghese,MECH2019,MECH,2
Ananya Chopra,MECH2020,MECH,2
Manav Yadav,MECH2021,MECH,2
Neel Sen,MECH2022,MECH,2
Arjun Nambiar,MECH2023,MECH,2
Aarav Rastogi,MECH2024,MECH,2
Jaya Shah,MECH2025,MECH,2
Riya Xavier,MECH2026,MECH,2
Gautam Rao,MECH2027,MECH,2
Divya Chopra,MECH2028,MECH,2
Saanvi Mehta,MECH2029,MECH,2
Krishna Hiremath,MECH2030,MECH,2
Pranav Devaraj,MECH2031,MECH,2
Ishan Ojha,MECH2032,MECH,2
Manav Chandra,MECH2033,MECH,2
Advait Bhatt,MECH2034,MECH,2
Zara Shetty,MECH2035,MECH,2
Wasim Acharya,MECH2036,MECH,2
Komal Eapen,MECH2037,MECH,2
Isha Sinha,MECH2038,MECH,2
Rudra Ojha,MECH2039,MECH,2
Mohan Chopra,MECH2040,MECH,2
Gopal Acharya,MECH2041,MECH,2
Qadir Pandey,MECH2042,MECH,2
Meera Kapoor,MECH2043,MECH,2
Sanya Reddy,MECH2044,MECH,2
Jai Fernandes,MECH2045,MECH,2
Charan Verma,MECH2046,MECH,2
Pavan Gupta,MECH2047,MECH,2
Zeenat Venkatesh,MECH2048,MECH,2
Rudra Zaveri,MECH2049,MECH,2
Gautam Hegde,MECH2050,MECH,2
Isha Singh,MECH2051,MECH,2
Nandini Qureshi,MECH2052,MECH,2
Kavya Patel,MECH2053,MECH,2
Bhavya Iyengar,MECH2054,MECH,2
Pavan Shah,MECH2055,MECH,2
Ojas Desai,MECH2056,MECH,2
Kiara Yadav,MECH2057,MECH,2
Aisha Gopalakrishnan,MECH2058,MECH,2
Wasim Lal,MECH2059,MECH,2
Sanya Upadhyay,MECH2060,MECH,2
Ojas Rao,MECH2061,MECH,2
Bhavya Bose,MECH2062,MECH,2
Tejas Yadav,MECH2063,MECH,2
Arnav Upadhyay,MECH2064,MECH,2
Janaki Lohia,MECH2065,MECH,2
Qadir Singh,MECH2066,MECH,2
Nikhil Kashyap,MECH2067,MECH,2
Yash Desai,MECH2068,MECH,2
Vineet Kashyap,MECH2069,MECH,2
Nikhil Gupta,MECH2070,MECH,2
Naveen Kulkarni,MECH2071,MECH,2
Farah Sharma,MECH2072,MECH,2
Zoya Qureshi,MECH2073,MECH,2
Arnav Sinha,MECH2074,MECH,2
Prithvi Ghosh,MECH2075,MECH,2
Ananya Rao,MECH2076,MECH,2
Ishaan Mehta,MECH2077,MECH,2
Bhavin Mahajan,MECH2078,MECH,2
Kiara Bose,MECH2079,MECH,2
Dev Ojha,MECH2080,MECH,2
Tejas Mishra,MECH2081,MECH,2
Vineet Yadav,MECH2082,MECH,2
Rahul Singh,MECH2083,MECH,2
Tejas Basu,MECH2084,MECH,2
Farah Rao,MECH2085,MECH,2
Zubin Varghese,MECH2086,MECH,2
Rudra Sinha,MECH2087,MECH,2
Samar Joshi,MECH2088,MECH,2
Vani Xavier,MECH2089,MECH,2
Nikhil Singh,MECH2090,MECH,2
Rudra Gandhi,MECH2091,MECH,2
Gautam Sinha,MECH2092,MECH,2
Gauri Kulkarni,MECH2093,MECH,2
Tanvi Joshi,MECH2094,MECH,2
Samar Ghosh,MECH2095,MECH,2
Avni Lal,MECH2096,MECH,2
Nikhil Thakur,MECH2097,MECH,2
Gopal Pillai,MECH2098,MECH,2
Latha Saxena,MECH2099,MECH,2
Samar Chakraborty,MECH2100,MECH,2
Yash Qureshi,CSD2001,CSD,2
Aarav Ghosh,CSD2002,CSD,2
Arnav Singh,CSD2003,CSD,2
Esha Rao,CSD2004,CSD,2
Shreya Pillai,CSD2005,CSD,2
Ojas Dutta,CSD2006,CSD,2
Usha Pillai,CSD2007,CSD,2
Meera Varghese,CSD2008,CSD,2
Pooja Pandey,CSD2009,CSD,2
Heena Hiremath,CSD2010,CSD,2
Zeenat Mehta,CSD2011,CSD,2
Charan Nambiar,CSD2012,CSD,2
Ishaan Sridhar,CSD2013,CSD,2
Karan Naidu,CSD2014,CSD,2
Advait Joshi,CSD2015,CSD,2
Esha Agarwal,CSD2016,CSD,2
Tushar Shetty,CSD2017,CSD,2
Gauri Sharma,CSD2018,CSD,2
Arjun Upadhyay,CSD2019,CSD,2
Zubin Zaveri,CSD2020,CSD,2
Saanvi Iyer,CSD2021,CSD,2
Rudra Upadhyay,CSD2022,CSD,2
Ishan Sridhar,CSD2023,CSD,2
Rahul Reddy,CSD2024,CSD,2
Anish Patel,CSD2025,CSD,2
Ira Gandhi,CSD2026,CSD,2
Uday Devaraj,CSD2027,CSD,2
